"i","value"
5080,7.1427951281147557e-32
5081,7.0409081309112007e-32
5082,6.9407192244637858e-32
5083,6.8281063736417755e-32
5084,6.6900462389841728e-32
5085,6.522349965080623e-32
5086,6.3229600689306633e-32
5087,6.0938143369456809e-32
5088,5.8453937613174681e-32
5089,5.5934832543143641e-32
5090,5.3547688281111339e-32
5091,5.140785488421891e-32
5092,4.9564143768658285e-32
5093,4.8022723196363312e-32
5094,4.6742223843209868e-32
5095,4.5654200934476717e-32
5096,4.4702980143661815e-32
5097,4.3856728702917962e-32
5098,4.3091348293379574e-32
5099,4.2395380231950504e-32
5100,4.1772836045573348e-32
5101,4.1251069737186998e-32
5102,4.0842433245269666e-32
5103,4.0528363175412018e-32
5104,4.028496786694859e-32
5105,4.0086439413959532e-32
5106,3.9893338217141625e-32
5107,3.9670473258117097e-32
5108,3.9402902612176756e-32
5109,3.9071645748262834e-32
5110,3.8666333435940129e-32
5111,3.8185549671956476e-32
5112,3.7634496006928219e-32
5113,3.7024171507345826e-32
5114,3.6361844475034692e-32
5115,3.5637706629134168e-32
5116,3.4844221833612587e-32
5117,3.398120682073963e-32
5118,3.3055862854275532e-32
5119,3.2082979556091475e-32
5120,3.1081197671446805e-32
5121,3.0076014713672633e-32
5122,2.9094769656761097e-32
5123,2.8142106748098198e-32
5124,2.7210927077918641e-32
5125,2.6300703292650364e-32
5126,2.5424453536780616e-32
5127,2.460044913353129e-32
5128,2.3845760036775535e-32
5129,2.3173260893573743e-32
5130,2.2587902178943991e-32
5131,2.2087073876730676e-32
5132,2.1663755482729584e-32
5133,2.1307388789970557e-32
5134,2.1005998444156861e-32
5135,2.0750162694065667e-32
5136,2.0535092862923742e-32
5137,2.0357877187086418e-32
5138,2.0218189030575627e-32
5139,2.0119156399200766e-32
5140,2.006245179501739e-32
5141,2.0052369391480544e-32
5142,2.0094578182692401e-32
5143,2.0188174851578122e-32
5144,2.0331509934094165e-32
5145,2.0522888709481671e-32
5146,2.0763716912099287e-32
5147,2.1059767992970672e-32
5148,2.1414693522166878e-32
5149,2.1823184350910491e-32
5150,2.2277300448668903e-32
5151,2.2768419392390874e-32
5152,2.3286940529677956e-32
5153,2.3819990059008105e-32
5154,2.4349199480402568e-32
5155,2.4854175705404296e-32
5156,2.5316245172570412e-32
5157,2.5718679705103847e-32
5158,2.6047001608945254e-32
5159,2.628895622772757e-32
5160,2.6435222439148917e-32
5161,2.648006302989596e-32
5162,2.6420443343756117e-32
5163,2.6257935780922922e-32
5164,2.5999228205307522e-32
5165,2.5651909847561864e-32
5166,2.5228460139933496e-32
5167,2.4747726242259623e-32
5168,2.4233260944727532e-32
5169,2.3710919986869855e-32
5170,2.3202486910343952e-32
5171,2.2722603519838006e-32
5172,2.2275590019082937e-32
5173,2.1862814862458081e-32
5174,2.1487254813998094e-32
5175,2.1152566081470343e-32
5176,2.0862082663236322e-32
5177,2.0614482245327633e-32
5178,2.0402920085836249e-32
5179,2.0221454554491958e-32
5180,2.0064735690752973e-32
5181,1.9927868162900439e-32
5182,1.9806773374935714e-32
5183,1.9700609653490447e-32
5184,1.9611137040652446e-32
5185,1.9540518743133936e-32
5186,1.9492530206662416e-32
5187,1.9471453811728425e-32
5188,1.9483762850568249e-32
5189,1.953341061410413e-32
5190,1.9620175513661016e-32
5191,1.9737023600668266e-32
5192,1.9876533001069711e-32
5193,2.0035792052210507e-32
5194,2.021677773190855e-32
5195,2.0422338809169786e-32
5196,2.0653538413157094e-32
5197,2.0904543989457515e-32
5198,2.1167001984990125e-32
5199,2.1431599798540088e-32
5200,2.1690240626746593e-32
5201,2.1941974423593523e-32
5202,2.2191620344808837e-32
5203,2.244142447327783e-32
5204,2.2689690227515022e-32
5205,2.2934011666321154e-32
5206,2.3181291283080753e-32
5207,2.344582437086125e-32
5208,2.3743838265147294e-32
5209,2.4089249969405069e-32
5210,2.4494769395194346e-32
5211,2.4972091352644536e-32
5212,2.553052362795795e-32
5213,2.6158609413394867e-32
5214,2.6827600543180231e-32
5215,2.7505734156068863e-32
5216,2.8181664145169461e-32
5217,2.8863891383405758e-32
5218,2.9547785324576087e-32
5219,3.0215285995558828e-32
5220,3.08703333121312e-32
5221,3.1553199797528176e-32
5222,3.231603631334824e-32
5223,3.3208140391373551e-32
5224,3.427307752363927e-32
5225,3.5568020873352487e-32
5226,3.7156174764810411e-32
5227,3.9107985869173283e-32
5228,4.1511884274101862e-32
5229,4.4494810673180257e-32
5230,4.8102163879567315e-32
5231,5.2315206027087228e-32
5232,5.7075661915835772e-32
5233,6.2347802766987786e-32
5234,6.8094153709442769e-32
5235,7.4259960498984507e-32
5236,8.071958650996418e-32
5237,8.7243845158145013e-32
5238,9.3465135890639505e-32
5239,9.8959824993654349e-32
5240,1.0342170183497759e-31
5241,1.0668250874547617e-31
5242,1.0865493436902133e-31
5243,1.0935617424945536e-31
5244,1.0889704492792722e-31
5245,1.0743198230915537e-31
5246,1.0520051273716384e-31
5247,1.026035805383131e-31
5248,1.0007656978429295e-31
5249,9.7929217518909549e-32
5250,9.6234625105088416e-32
5251,9.4894091150565566e-32
5252,9.3679304543711887e-32
5253,9.2856024769859822e-32
5254,9.3376585752386284e-32
5255,9.5704073970247341e-32
5256,1.0048582587684632e-31
5257,1.0895841099187607e-31
5258,1.2301939324710539e-31
5259,1.4469868881602853e-31
5260,1.8055516472141656e-31
5261,2.4073663248702395e-31
5262,3.3631636386768861e-31
5263,4.7321864666218234e-31
5264,6.4629372687332514e-31
5265,8.3626075044317673e-31
5266,1.0218070852206669e-30
5267,1.1783269596173198e-30
5268,1.2737335326871595e-30
5269,1.2913315163212308e-30
5270,1.2376946613161722e-30
5271,1.1397100551540324e-30
5272,1.0389037208010007e-30
5273,9.6653237735474048e-31
5274,9.345892811539365e-31
5275,9.3995307905722389e-31
5276,9.6050591462235019e-31
5277,9.6708471795410266e-31
5278,9.3774525382703174e-31
5279,8.601076853734362e-31
5280,7.4284227818042e-31
5281,6.0849501490581666e-31
5282,4.8005096686344871e-31
5283,3.7392314595863869e-31
5284,2.924752151806089e-31
5285,2.3473384176109567e-31
5286,1.9559507825158928e-31
5287,1.6932898786605896e-31
5288,1.5444766637350949e-31
5289,1.4898879777365306e-31
5290,1.5050862711848294e-31
5291,1.5805758934647917e-31
5292,1.7212498974980117e-31
5293,1.9586500275065974e-31
5294,2.3434585030089073e-31
5295,2.8985096879100442e-31
5296,3.6408284341927057e-31
5297,4.5368408378300726e-31
5298,5.4738374796511173e-31
5299,6.2740438098623322e-31
5300,6.8141523249922213e-31
5301,7.0752983998189026e-31
5302,7.1383417872607091e-31
5303,7.1664596016394107e-31
5304,7.3379368852988945e-31
5305,7.7123041059712414e-31
5306,8.1215598979166537e-31
5307,8.3271337325763163e-31
5308,8.2327789743884787e-31
5309,7.8479155046022227e-31
5310,7.3434440667910312e-31
5311,6.9370669268397048e-31
5312,6.7134805304272973e-31
5313,6.6467932421597529e-31
5314,6.6639297980517906e-31
5315,6.6397080262342281e-31
5316,6.5119294917753695e-31
5317,6.2638893849978707e-31
5318,5.8837964666715438e-31
5319,5.3796479432868917e-31
5320,4.784170271795374e-31
5321,4.1437339975620154e-31
5322,3.5288325257324191e-31
5323,2.9972833306188665e-31
5324,2.563946655156236e-31
5325,2.2166840305396107e-31
5326,1.9385553025432099e-31
5327,1.7102959979053483e-31
5328,1.5128366070584717e-31
5329,1.3312024805593404e-31
5330,1.1604482957669507e-31
5331,9.9845214057914665e-32
5332,8.4882311446993213e-32
5333,7.1513728176982372e-32
5334,6.0288876973662996e-32
5335,5.1518781963894619e-32
5336,4.4971857392978787e-32
5337,4.0295985437014271e-32
5338,3.7133482116133139e-32
5339,3.5182270062579487e-32
5340,3.4096245455525098e-32
5341,3.3506159141308179e-32
5342,3.3110334718006864e-32
5343,3.2882713244787805e-32
5344,3.2835675688497366e-32
5345,3.2977383924136558e-32
5346,3.3269922146711573e-32
5347,3.3664495040642558e-32
5348,3.4107710710891874e-32
5349,3.45422311562352e-32
5350,3.4971798452875779e-32
5351,3.5436427153867985e-32
5352,3.5980379106298087e-32
5353,3.6633143671951121e-32
5354,3.7405274288687953e-32
5355,3.8274341228274484e-32
5356,3.9196144872586984e-32
5357,4.0110298476219508e-32
5358,4.0946852296940484e-32
5359,4.1636446144040983e-32
5360,4.2148873428129996e-32
5361,4.248710736286744e-32
5362,4.2668366765320494e-32
5363,4.2713216506175329e-32
5364,4.2644904806763673e-32
5365,4.247556893920973e-32
5366,4.2230572004833911e-32
5367,4.1964085151107783e-32
5368,4.1754266719300502e-32
5369,4.167897412841345e-32
5370,4.1813230265933744e-32
5371,4.2181781530455373e-32
5372,4.2727713414335524e-32
5373,4.3359821655782214e-32
5374,4.399245083247713e-32
5375,4.4561048577410902e-32
5376,4.5021212844659401e-32
5377,4.535192502564401e-32
5378,4.5547961317406961e-32
5379,4.5615883908476259e-32
5380,4.5593974731879565e-32
5381,4.5529451425044207e-32
5382,4.5479820389748325e-32
5383,4.5489181627390892e-32
5384,4.5586543675046533e-32
5385,4.5751471595350015e-32
5386,4.5933738058006174e-32
5387,4.6117312584499439e-32
5388,4.6306507393391266e-32
5389,4.6499847285753805e-32
5390,4.6722381126581301e-32
5391,4.7067829227157715e-32
5392,4.7659634370193188e-32
5393,4.8634285313405955e-32
5394,5.0136956687588268e-32
5395,5.2398416371065242e-32
5396,5.5724110963330404e-32
5397,6.0361016912043899e-32
5398,6.6369383856710834e-32
5399,7.3599020143991749e-32
5400,8.1777184094089996e-32
5401,9.0527793276756526e-32
5402,9.9517144348783466e-32
5403,1.085053806290378e-31
5404,1.1721068401283537e-31
5405,1.2539139001983016e-31
5406,1.3283922455849759e-31
5407,1.3945859057685162e-31
5408,1.4537610713060398e-31
5409,1.5079003599897891e-31
5410,1.5550869075927851e-31
5411,1.5912996416013304e-31
5412,1.6185263447257415e-31
5413,1.6405914953181908e-31
5414,1.6614443703293534e-31
5415,1.6856561132572373e-31
5416,1.7156523830170979e-31
5417,1.7525831323611288e-31
5418,1.7959263687062094e-31
5419,1.8395543688192653e-31
5420,1.8758965318933892e-31
5421,1.9008196342393239e-31
5422,1.9117870055473578e-31
5423,1.9044291449809291e-31
5424,1.8758201497706387e-31
5425,1.8249762857214087e-31
5426,1.7516233438682862e-31
5427,1.6592468563691456e-31
5428,1.5539470425871326e-31
5429,1.4452702721196087e-31
5430,1.342606491890466e-31
5431,1.2500918224827043e-31
5432,1.1668194528516218e-31
5433,1.0928762499703672e-31
5434,1.0283375576885794e-31
5435,9.7179622508085812e-32
5436,9.2224851912891814e-32
5437,8.7903656185194247e-32
5438,8.4164522496100382e-32
5439,8.0914672221676721e-32
5440,7.8024883206432707e-32
5441,7.5380979368286881e-32
5442,7.2884482544354454e-32
5443,7.0339502469918127e-32
5444,6.7448287490392172e-32
5445,6.3886551206927953e-32
5446,5.9490070290310629e-32
5447,5.4433896760261274e-32
5448,4.8968870481697379e-32
5449,4.3322714712268099e-32
5450,3.7690164899220676e-32
5451,3.2277276217063967e-32
5452,2.7323457290661859e-32
5453,2.306424991184789e-32
5454,1.9626477824713548e-32
5455,1.7016733090042707e-32
5456,1.5203078665641271e-32
5457,1.4120833377744465e-32
5458,1.366129166177279e-32
5459,1.3710203043796025e-32
5460,1.4157676130841821e-32
5461,1.4915179237654858e-32
5462,1.588055253279316e-32
5463,1.6938402195887955e-32
5464,1.7992073924720903e-32
5465,1.8977023001136653e-32
5466,1.9858837348060887e-32
5467,2.0628173244294462e-32
5468,2.1279308815189849e-32
5469,2.1808777131649888e-32
5470,2.221771565529472e-32
5471,2.2510151474146517e-32
5472,2.268905351716241e-32
5473,2.2761344768211867e-32
5474,2.2738368746239585e-32
5475,2.2634896403943079e-32
5476,2.2467447031513556e-32
5477,2.2254743670211367e-32
5478,2.2015964290664997e-32
5479,2.1769682597963544e-32
5480,2.1534788010600678e-32
5481,2.1327568302061906e-32
5482,2.1159871589232726e-32
5483,2.1040637142867331e-32
5484,2.0976617224010351e-32
5485,2.0969939738897621e-32
5486,2.1016000945706838e-32
5487,2.1110563364195307e-32
5488,2.1249844133698637e-32
5489,2.1429515592082875e-32
5490,2.1645695618630676e-32
5491,2.1891497927459498e-32
5492,2.215311167903775e-32
5493,2.241915690914178e-32
5494,2.2682300704031814e-32
5495,2.2940289977347294e-32
5496,2.3195127920914166e-32
5497,2.344635204144461e-32
5498,2.3684316690182016e-32
5499,2.3898327657012474e-32
5500,2.4083073066603234e-32
5501,2.4237251189331039e-32
5502,2.4358558608949996e-32
5503,2.444128022856197e-32
5504,2.4480546357152365e-32
5505,2.4473957892754486e-32
5506,2.4425762993639531e-32
5507,2.434410178234556e-32
5508,2.4235074450951586e-32
5509,2.4101597534926056e-32
5510,2.3949315506607084e-32
5511,2.3787799134975567e-32
5512,2.3630654086750374e-32
5513,2.3495421801313809e-32
5514,2.3401725474723831e-32
5515,2.3363227031189929e-32
5516,2.3381620675377286e-32
5517,2.3449756243478651e-32
5518,2.3550739608727537e-32
5519,2.3668543133963131e-32
5520,2.3793037884562133e-32
5521,2.391583599491751e-32
5522,2.4029526420163833e-32
5523,2.4127870590476549e-32
5524,2.420709823698369e-32
5525,2.426204125014803e-32
5526,2.4287216044079856e-32
5527,2.4280045843675848e-32
5528,2.4241717153884746e-32
5529,2.4177559666286099e-32
5530,2.4098860623001465e-32
5531,2.4022647370420228e-32
5532,2.3961520071492101e-32
5533,2.3921852416989164e-32
5534,2.3898091405119979e-32
5535,2.3885917203636402e-32
5536,2.3882965208796151e-32
5537,2.3886045202171852e-32
5538,2.3892749428817366e-32
5539,2.3901408153106148e-32
5540,2.3910627774204831e-32
5541,2.3919650151018839e-32
5542,2.3926729564272328e-32
5543,2.3930110022267146e-32
5544,2.3926973438562726e-32
5545,2.3913137401511964e-32
5546,2.388720959956284e-32
5547,2.3855929585592531e-32
5548,2.3831755519472222e-32
5549,2.3827004320912001e-32
5550,2.3848324549193008e-32
5551,2.3898187415982314e-32
5552,2.3975322841858225e-32
5553,2.4074102551388618e-32
5554,2.418839289980574e-32
5555,2.4316481284012674e-32
5556,2.4461000705850978e-32
5557,2.4624732090766582e-32
5558,2.4803666184897288e-32
5559,2.4988422268411559e-32
5560,2.5170382978833729e-32
5561,2.534144286194717e-32
5562,2.5496734667069689e-32
5563,2.5639059064109269e-32
5564,2.5775420391072691e-32
5565,2.5920523099198964e-32
5566,2.6096780907184866e-32
5567,2.6324138893794693e-32
5568,2.6618268006604674e-32
5569,2.6999608705736213e-32
5570,2.7481876352545611e-32
5571,2.8085510753323571e-32
5572,2.8835149629312655e-32
5573,2.9750339582260093e-32
5574,3.0847103897590127e-32
5575,3.214023039394896e-32
5576,3.3624800380898222e-32
5577,3.5262729974121336e-32
5578,3.7000977984539634e-32
5579,3.8784688931567384e-32
5580,4.0562514577099949e-32
5581,4.2271026496641004e-32
5582,4.3833653960562342e-32
5583,4.520885471228253e-32
5584,4.6413472694387945e-32
5585,4.7565100879639536e-32
5586,4.8797369779632601e-32
5587,5.0278954128028398e-32
5588,5.2230557987552494e-32
5589,5.4900281664058535e-32
5590,5.8593714107735608e-32
5591,6.3505663204972177e-32
5592,6.9630879661290054e-32
5593,7.6687928811722709e-32
5594,8.4345090123123711e-32
5595,9.2429305119326769e-32
5596,1.0088526265268839e-31
5597,1.0952312971939991e-31
5598,1.1853927711464108e-31
5599,1.2868977958094645e-31
5600,1.4087730855723429e-31
5601,1.5558655561672361e-31
5602,1.7253998727218344e-31
5603,1.9108901922137423e-31
5604,2.1043907498014995e-31
5605,2.2892401396272486e-31
5606,2.4539983297309468e-31
5607,2.5942770177095477e-31
5608,2.7128372134482011e-31
5609,2.8119931041731359e-31
5610,2.8959728837378547e-31
5611,2.9781921903039003e-31
5612,3.0684276053710625e-31
5613,3.1730356941500989e-31
5614,3.2973466086642325e-31
5615,3.4481538768629327e-31
5616,3.6130378632106808e-31
5617,3.762128679361823e-31
5618,3.837420086757031e-31
5619,3.8101506107467056e-31
5620,3.6905690062759172e-31
5621,3.5000627296629593e-31
5622,3.274907358683219e-31
5623,3.0565526315576765e-31
5624,2.8654689566521831e-31
5625,2.6894924583361526e-31
5626,2.5117641755735584e-31
5627,2.3284203659597877e-31
5628,2.1477144941920869e-31
5629,1.9741106767532407e-31
5630,1.8082785040044897e-31
5631,1.6512730540474422e-31
5632,1.4999802411228911e-31
5633,1.3591893530603941e-31
5634,1.2384084521223865e-31
5635,1.1422274294510535e-31
5636,1.0712702660822451e-31
5637,1.0251654325501032e-31
5638,9.9911610387648821e-32
5639,9.8842383036611585e-32
5640,9.8792903754430948e-32
5641,9.9183370938218441e-32
5642,9.9647494620147736e-32
5643,9.9937287620017266e-32
5644,9.9830279834939744e-32
5645,9.9104368340175063e-32
5646,9.7842788969431916e-32
5647,9.6379444981554166e-32
5648,9.493394568518999e-32
5649,9.3536735155185295e-32
5650,9.2141054438050209e-32
5651,9.0585452407678551e-32
5652,8.8831432117167844e-32
5653,8.6926671224647283e-32
5654,8.4935599830653662e-32
5655,8.2894608452418753e-32
5656,8.0822900019256155e-32
5657,7.8736974397689218e-32
5658,7.6654217847929863e-32
5659,7.4712323463780694e-32
5660,7.3033956101259895e-32
5661,7.1633410894773428e-32
5662,7.0470915079838987e-32
5663,6.9512508278515514e-32
5664,6.8681925461939132e-32
5665,6.7888416270511257e-32
5666,6.7072513564990952e-32
5667,6.6223836465777416e-32
5668,6.5357071792269426e-32
5669,6.4531502053243153e-32
5670,6.381096206643426e-32
5671,6.3207811907516553e-32
5672,6.2698114536896281e-32
5673,6.2250158007387155e-32
5674,6.1876126269676142e-32
5675,6.1614932310609723e-32
5676,6.1486603722680058e-32
5677,6.1470062309655297e-32
5678,6.1540784578776021e-32
5679,6.1670979177005288e-32
5680,6.1821373343959463e-32
5681,6.2006425922564019e-32
5682,6.2254483008239079e-32
5683,6.2559102028963042e-32
5684,6.2876887727491671e-32
5685,6.3171998583697653e-32
5686,6.3425274512606663e-32
5687,6.3597452706817024e-32
5688,6.3657269827078167e-32
5689,6.3599779262157867e-32
5690,6.3467356113942571e-32
5691,6.3324532669180751e-32
5692,6.3218293772700601e-32
5693,6.3189625837272167e-32
5694,6.3263705801506497e-32
5695,6.3464192510442722e-32
5696,6.3802287381196235e-32
5697,6.4245095249087275e-32
5698,6.4733880449494192e-32
5699,6.5241634398030661e-32
5700,6.5724589723727121e-32
5701,6.6116837365548712e-32
5702,6.6361762934077794e-32
5703,6.6419799914147226e-32
5704,6.6310934714674281e-32
5705,6.6109601399895926e-32
5706,6.5900969873494644e-32
5707,6.5811605819666341e-32
5708,6.5995403426307574e-32
5709,6.6589448262923095e-32
5710,6.7688223773168145e-32
5711,6.9307486196717634e-32
5712,7.1425061573049729e-32
5713,7.3899753036170222e-32
5714,7.6533344577257773e-32
5715,7.9184046726317135e-32
5716,8.1709600106416055e-32
5717,8.3976791800998071e-32
5718,8.5867496001771172e-32
5719,8.7254860358658508e-32
5720,8.8129756039908659e-32
5721,8.8560410704145152e-32
5722,8.862374521336504e-32
5723,8.8382006615274309e-32
5724,8.7867744053222894e-32
5725,8.7120030684683501e-32
5726,8.6197166654978132e-32
5727,8.5180895654863035e-32
5728,8.4139907872764529e-32
5729,8.3093800179966591e-32
5730,8.2046358976933057e-32
5731,8.1054352357727828e-32
5732,8.0191623357317754e-32
5733,7.9439052443467884e-32
5734,7.8673462410125852e-32
5735,7.7767510865812976e-32
5736,7.6624916468746814e-32
5737,7.5180795845985658e-32
5738,7.345022025880537e-32
5739,7.1464300207593775e-32
5740,6.9269810096248781e-32
5741,6.6958189332913337e-32
5742,6.4636271108235107e-32
5743,6.2334929325785844e-32
5744,6.0053197702490208e-32
5745,5.7807272179799438e-32
5746,5.5629242797722163e-32
5747,5.3552814050707952e-32
5748,5.162387019170675e-32
5749,4.9915788773717732e-32
5750,4.8489918930809129e-32
5751,4.7314031454891066e-32
5752,4.6355950648396769e-32
5753,4.5605074770651098e-32
5754,4.5032674680240811e-32
5755,4.4586578270414061e-32
5756,4.42255266752408e-32
5757,4.3934103940790928e-32
5758,4.3691138285444936e-32
5759,4.3436692418102705e-32
5760,4.3116600354846102e-32
5761,4.2707500607332914e-32
5762,4.22137748905017e-32
5763,4.1652711522746604e-32
5764,4.1038034703771769e-32
5765,4.0387795162039543e-32
5766,3.9713775929105735e-32
5767,3.900219164386602e-32
5768,3.824085498781483e-32
5769,3.7443597679380737e-32
5770,3.6649386089521696e-32
5771,3.5911193067993282e-32
5772,3.5266680229819999e-32
5773,3.4710968002416922e-32
5774,3.4213664509058888e-32
5775,3.3743871044278029e-32
5776,3.3277670667906451e-32
5777,3.2795141885561211e-32
5778,3.2283300196357504e-32
5779,3.1738030028811854e-32
5780,3.1155623423889111e-32
5781,3.0529645678074874e-32
5782,2.9857577982636635e-32
5783,2.9140216334754987e-32
5784,2.8389669859977113e-32
5785,2.7631686320505716e-32
5786,2.6881142597879334e-32
5787,2.6147904796030773e-32
5788,2.5439702404191905e-32
5789,2.4760772914486447e-32
5790,2.4113399722974029e-32
5791,2.3496369206615045e-32
5792,2.2909226000308768e-32
5793,2.2355120295897676e-32
5794,2.183831961299075e-32
5795,2.1361229951735778e-32
5796,2.0917394271065683e-32
5797,2.0500902720737279e-32
5798,2.0106194802743653e-32
5799,1.9731518399659727e-32
5800,1.9379558874354476e-32
5801,1.9055519089750765e-32
5802,1.876134213758465e-32
5803,1.8497323682243502e-32
5804,1.8261184076925698e-32
5805,1.8050015653856919e-32
5806,1.7860632857711609e-32
5807,1.7689095877785387e-32
5808,1.753246718016319e-32
5809,1.7387022650154642e-32
5810,1.7247574069090091e-32
5811,1.7110785472170404e-32
5812,1.6976666127009509e-32
5813,1.6846659459088999e-32
5814,1.6719778370620311e-32
5815,1.659449792180692e-32
5816,1.6469970845339104e-32
5817,1.6348198647186403e-32
5818,1.623097305657705e-32
5819,1.6117699084953027e-32
5820,1.6005716132349362e-32
5821,1.5893553692102852e-32
5822,1.5781535594070905e-32
5823,1.5670311734355678e-32
5824,1.5560721498567096e-32
5825,1.5454632589532122e-32
5826,1.5355654257928723e-32
5827,1.5268593150627349e-32
5828,1.5197536483503277e-32
5829,1.5145398166197067e-32
5830,1.5114769159530338e-32
5831,1.5108405020668435e-32
5832,1.5129213840514749e-32
5833,1.517877025786137e-32
5834,1.5259298158316795e-32
5835,1.5373248971014036e-32
5836,1.552468204752369e-32
5837,1.5718754695087315e-32
5838,1.5954990682292918e-32
5839,1.6228877812347239e-32
5840,1.6534055691357377e-32
5841,1.686153820220223e-32
5842,1.7203215009788187e-32
5843,1.7555020545629014e-32
5844,1.791992160257096e-32
5845,1.830312294570607e-32
5846,1.8709884786206115e-32
5847,1.9144865154927221e-32
5848,1.960837779107149e-32
5849,2.0097844287636903e-32
5850,2.0611541706008947e-32
5851,2.1147844825461201e-32
5852,2.1707381741678665e-32
5853,2.2295525855107173e-32
5854,2.291493688347574e-32
5855,2.3561790467304413e-32
5856,2.4230719575144848e-32
5857,2.4910105083496424e-32
5858,2.5585150512692014e-32
5859,2.6234362490969748e-32
5860,2.6832192206546482e-32
5861,2.7354389463634513e-32
5862,2.7778491692529223e-32
5863,2.8085300572869308e-32
5864,2.82599895197084e-32
5865,2.8294063307404148e-32
5866,2.8187781203598176e-32
5867,2.7947189033881821e-32
5868,2.7586070685188894e-32
5869,2.7124217029463527e-32
5870,2.6581706676914927e-32
5871,2.5979824699119321e-32
5872,2.5344889321141805e-32
5873,2.4702972002152601e-32
5874,2.4078053198478829e-32
5875,2.3493568554501492e-32
5876,2.2970597539286529e-32
5877,2.2527916267618844e-32
5878,2.2178136637904505e-32
5879,2.1930282022536229e-32
5880,2.1782795489722735e-32
5881,2.1721168878683489e-32
5882,2.1729100010131624e-32
5883,2.1784707866365115e-32
5884,2.1866156607471955e-32
5885,2.195456398359234e-32
5886,2.2032994155921164e-32
5887,2.2083833437659742e-32
5888,2.2086607430944611e-32
5889,2.2023032478601406e-32
5890,2.1879972117410059e-32
5891,2.1652963910608349e-32
5892,2.1344185221841663e-32
5893,2.0961651388701059e-32
5894,2.0520846227584045e-32
5895,2.004027265519221e-32
5896,1.9537048972528195e-32
5897,1.9027118886067743e-32
5898,1.8524834855769907e-32
5899,1.8046768884273858e-32
5900,1.7616465216959967e-32
5901,1.7260324301462672e-32
5902,1.7003179782975985e-32
5903,1.686969057672448e-32
5904,1.6886657242858242e-32
5905,1.7080008882696839e-32
5906,1.747799861034153e-32
5907,1.8092925024083045e-32
5908,1.8924009880556239e-32
5909,1.996119272200349e-32
5910,2.1190872380089634e-32
5911,2.2586496242124074e-32
5912,2.4115461150490666e-32
5913,2.5760102677106195e-32
5914,2.7510614284023769e-32
5915,2.9358407754007513e-32
5916,3.12959935103892e-32
5917,3.3294997363446832e-32
5918,3.5337699977960887e-32
5919,3.743422018240984e-32
5920,3.9601900957602854e-32
5921,4.1887797383014225e-32
5922,4.4341043016034979e-32
5923,4.69826096920541e-32
5924,4.9804076869967771e-32
5925,5.285199673692432e-32
5926,5.6258421684289606e-32
5927,6.0091129051495294e-32
5928,6.4316041841377732e-32
5929,6.8988653282221256e-32
5930,7.420099050375217e-32
5931,8.0061551910129731e-32
5932,8.6691757788710103e-32
5933,9.4109405801294797e-32
5934,1.0212790100356691e-31
5935,1.1051443409352391e-31
5936,1.1878841479178003e-31
5937,1.2629652673279192e-31
5938,1.3236521524901393e-31
5939,1.3641297787453784e-31
5940,1.3800139321921475e-31
5941,1.368872632531577e-31
5942,1.3305445194130564e-31
5943,1.2672149218906091e-31
5944,1.1832731323830778e-31
5945,1.0853238075160064e-31
5946,9.8064251984548134e-32
5947,8.7593306172125922e-32
5948,7.7587391530821174e-32
5949,6.8464695368168464e-32
5950,6.0593827600968796e-32
5951,5.4145970316746387e-32
5952,4.9208415862195099e-32
5953,4.5679477450084925e-32
5954,4.3338413368288156e-32
5955,4.1947842691493229e-32
5956,4.1330022906286641e-32
5957,4.1321469064943667e-32
5958,4.178434670533435e-32
5959,4.2571343102105453e-32
5960,4.349477397963963e-32
5961,4.4382519833466121e-32
5962,4.5168310923520676e-32
5963,4.5819745347886447e-32
5964,4.6294111219388993e-32
5965,4.6585259697921525e-32
5966,4.6715977280870121e-32
5967,4.6713928199061498e-32
5968,4.6593747029558794e-32
5969,4.6372179832357028e-32
5970,4.6067126847625872e-32
5971,4.5691010550291005e-32
5972,4.5262692505585666e-32
5973,4.4807314076450136e-32
5974,4.4336830475147351e-32
5975,4.3869458865862005e-32
5976,4.3446462260093104e-32
5977,4.3111270242837139e-32
5978,4.2887138073276025e-32
5979,4.277329374445883e-32
5980,4.2779669672980059e-32
5981,4.2923741367769413e-32
5982,4.3226574874578788e-32
5983,4.3711372333245957e-32
5984,4.438939384508794e-32
5985,4.5246237948069659e-32
5986,4.623512336652644e-32
5987,4.7286727895958003e-32
5988,4.83197109931138e-32
5989,4.9255927414374594e-32
5990,5.0045216739410771e-32
5991,5.0643697532548696e-32
5992,5.1014498737962794e-32
5993,5.1142651657487283e-32
5994,5.1040185390917518e-32
5995,5.0729221997297893e-32
5996,5.0240700614821054e-32
5997,4.9631748464974873e-32
5998,4.897033911331515e-32
5999,4.8318958195388539e-32
6000,4.7747166379242461e-32
6001,4.7302224504924158e-32
6002,4.701722258181677e-32
6003,4.6902218146404383e-32
6004,4.6925328399373664e-32
6005,4.7042821213896234e-32
6006,4.7213828859667686e-32
6007,4.7400132510287107e-32
6008,4.7564235000426307e-32
6009,4.7673776302292725e-32
6010,4.7705472946838865e-32
6011,4.7645156450383924e-32
6012,4.7496401689236768e-32
6013,4.7271017059598952e-32
6014,4.6984700469044438e-32
6015,4.6651946503923002e-32
6016,4.6291694636826065e-32
6017,4.592535134908268e-32
6018,4.556201384316269e-32
