"i","value"
1665,6.6445471671139811e-32
1666,6.7386864186560811e-32
1667,6.8302285655154587e-32
1668,6.9389991764422395e-32
1669,7.0945198330205094e-32
1670,7.3293759958748368e-32
1671,7.6722433912467306e-32
1672,8.1549841183723017e-32
1673,8.8051051417604806e-32
1674,9.6291241402378644e-32
1675,1.0578304597420336e-31
1676,1.1584507316454748e-31
1677,1.2562096263321531e-31
1678,1.3409337686142834e-31
1679,1.4032088938378593e-31
1680,1.4353922702525224e-31
1681,1.4327977253780285e-31
1682,1.3945795896163722e-31
1683,1.3239580809286717e-31
1684,1.2267114528455947e-31
1685,1.1111667786882668e-31
1686,9.8853409363354717e-32
1687,8.695894486485649e-32
1688,7.6188797575832288e-32
1689,6.7047689224015907e-32
1690,5.9604827307102302e-32
1691,5.3699919255964397e-32
1692,4.9162611580700375e-32
1693,4.5699325973874828e-32
1694,4.2948288843603876e-32
1695,4.0608630508262694e-32
1696,3.8493136641148318e-32
1697,3.6521245666504502e-32
1698,3.4681353050217404e-32
1699,3.2976168358344626e-32
1700,3.1370828125445006e-32
1701,2.9846188669858182e-32
1702,2.8437178174918212e-32
1703,2.7178865607885867e-32
1704,2.6096376758708975e-32
1705,2.5198878071819581e-32
1706,2.4478471076606329e-32
1707,2.3919465158999985e-32
1708,2.3498120553666341e-32
1709,2.3177572579116832e-32
1710,2.2923098085806824e-32
1711,2.2723550375345948e-32
1712,2.2577332685941994e-32
1713,2.2479855816775933e-32
1714,2.2418751551243698e-32
1715,2.2376775647627118e-32
1716,2.2341607947097675e-32
1717,2.2298767595568226e-32
1718,2.2227734671734771e-32
1719,2.2110096817004351e-32
1720,2.1937236016682297e-32
1721,2.1713991084502393e-32
1722,2.1453158739140871e-32
1723,2.1177615904237004e-32
1724,2.0912586706795906e-32
1725,2.0685413913522885e-32
1726,2.052374840276641e-32
1727,2.0467670080416251e-32
1728,2.0574733026081314e-32
1729,2.0910720973980814e-32
1730,2.1534633178925012e-32
1731,2.2490720428304992e-32
1732,2.3833507366329032e-32
1733,2.5624726050708044e-32
1734,2.7886782219478651e-32
1735,3.0639016326726556e-32
1736,3.388906818167703e-32
1737,3.7640413792013003e-32
1738,4.1859909344696258e-32
1739,4.6444619594216424e-32
1740,5.1248335062216823e-32
1741,5.6076734581303887e-32
1742,6.0746128959043732e-32
1743,6.5129581383886841e-32
1744,6.9218875589593626e-32
1745,7.2978986279506352e-32
1746,7.6301238211705175e-32
1747,7.923755163969111e-32
1748,8.2104852008490717e-32
1749,8.5537003718902008e-32
1750,9.0373372597240735e-32
1751,9.7462990974198549e-32
1752,1.0761760714607047e-31
1753,1.2141395760217848e-31
1754,1.3873816329142958e-31
1755,1.5913230502305058e-31
1756,1.8116656880617079e-31
1757,2.0279858820125593e-31
1758,2.2190528537367357e-31
1759,2.3614823736342352e-31
1760,2.4353111151371632e-31
1761,2.4302554552854776e-31
1762,2.3476571606562016e-31
1763,2.1994656254178338e-31
1764,2.0049542497442581e-31
1765,1.7878158069804782e-31
1766,1.5715660497290873e-31
1767,1.3745182071340264e-31
1768,1.2057942252101027e-31
1769,1.0666937472232291e-31
1770,9.5481445596639139e-32
1771,8.6601009282157651e-32
1772,7.950756924578633e-32
1773,7.3628867286005166e-32
1774,6.8570354047585318e-32
1775,6.4099640240254178e-32
1776,5.9990463603840337e-32
1777,5.6254263639662096e-32
1778,5.3005740788535909e-32
1779,5.0388956013338516e-32
1780,4.8492285093009719e-32
1781,4.7281785617948047e-32
1782,4.663652007801311e-32
1783,4.6394183178710917e-32
1784,4.640875059020028e-32
1785,4.654188451964092e-32
1786,4.6674857616526836e-32
1787,4.6744862500192238e-32
1788,4.6751957483692431e-32
1789,4.6741394663264624e-32
1790,4.6818259284439732e-32
1791,4.7098749507287197e-32
1792,4.7741739805821576e-32
1793,4.8954358174644461e-32
1794,5.1047858105502081e-32
1795,5.4277001430859101e-32
1796,5.8744755779619499e-32
1797,6.4466836651751943e-32
1798,7.132903215875642e-32
1799,7.9136070301962586e-32
1800,8.7653411193703435e-32
1801,9.6515676352888914e-32
1802,1.0517272611682952e-31
1803,1.1286903900274775e-31
1804,1.1888213778815031e-31
1805,1.2266191323505046e-31
1806,1.2394459158089406e-31
1807,1.2274654799872634e-31
1808,1.1932844961782829e-31
1809,1.1417942781134895e-31
1810,1.0805457826386396e-31
1811,1.0180213298644609e-31
1812,9.6253625813243075e-32
1813,9.2206372405256161e-32
1814,9.0258085461581123e-32
1815,9.0712354447058164e-32
1816,9.3589046861250917e-32
1817,9.8734500985750322e-32
1818,1.0560500066740425e-31
1819,1.1353874209005153e-31
1820,1.219988340332007e-31
1821,1.3026130231544795e-31
1822,1.3788303740480071e-31
1823,1.4479494307773436e-31
1824,1.5106902641926698e-31
1825,1.5710372034669505e-31
1826,1.6353976387036552e-31
1827,1.7118302082332941e-31
1828,1.8063662786067929e-31
1829,1.9214301225958367e-31
1830,2.0543505259314949e-31
1831,2.1918556704838976e-31
1832,2.3154306560521623e-31
1833,2.4076745183043237e-31
1834,2.4575798875941502e-31
1835,2.4624821291994333e-31
1836,2.4235228754867883e-31
1837,2.3498571353357193e-31
1838,2.252232352506302e-31
1839,2.1420249026757207e-31
1840,2.0315814920611928e-31
1841,1.9299688562536355e-31
1842,1.8417295331876606e-31
1843,1.7684381686982605e-31
1844,1.7108007670159341e-31
1845,1.6701925860578126e-31
1846,1.6511353346317202e-31
1847,1.6576399279870737e-31
1848,1.6932472114697588e-31
1849,1.7601149839009643e-31
1850,1.8535617541076067e-31
1851,1.9634575063285734e-31
1852,2.0757806181467276e-31
1853,2.1786765081601993e-31
1854,2.2611608889106964e-31
1855,2.310572243298494e-31
1856,2.3213512210397463e-31
1857,2.2966880143482155e-31
1858,2.2434394563352558e-31
1859,2.1737827909710102e-31
1860,2.0990716715454905e-31
1861,2.0302333527259422e-31
1862,1.9772741134069198e-31
1863,1.9434895473863396e-31
1864,1.934351303308728e-31
1865,1.9530978761461068e-31
1866,1.9964092431137468e-31
1867,2.0543817165595061e-31
1868,2.1160188737459064e-31
1869,2.1740766409055733e-31
1870,2.2205880878871511e-31
1871,2.2427748365714276e-31
1872,2.2304634339455612e-31
1873,2.1817820564709753e-31
1874,2.1016137619146475e-31
1875,1.9995298881288721e-31
1876,1.8849005477065742e-31
1877,1.7755269023833602e-31
1878,1.6872920469115062e-31
1879,1.6302269089924579e-31
1880,1.6094400793450649e-31
1881,1.6342032336907879e-31
1882,1.7230289006165282e-31
1883,1.8791792811443373e-31
1884,2.0934622408119703e-31
1885,2.344024491610649e-31
1886,2.599562573312467e-31
1887,2.8258808911728097e-31
1888,2.9869820755610227e-31
1889,3.0870614153997571e-31
1890,3.1556676799326952e-31
1891,3.2241004229362327e-31
1892,3.32880202262621e-31
1893,3.5155613328393858e-31
1894,3.8529909961716116e-31
1895,4.3883626604737458e-31
1896,5.151456876732212e-31
1897,6.1582974928632598e-31
1898,7.4131997215120963e-31
1899,8.835482357080446e-31
1900,1.0180301725078027e-30
1901,1.1139965313718814e-30
1902,1.1490683794075987e-30
1903,1.1189018110180767e-30
1904,1.0415573837861395e-30
1905,9.4279069557297038e-31
1906,8.4152857667228485e-31
1907,7.5006614344360577e-31
1908,6.6805967800848705e-31
1909,5.937517597630824e-31
1910,5.3491499110150985e-31
1911,4.9782640868198416e-31
1912,4.801763722575101e-31
1913,4.7497031637145696e-31
1914,4.7417511841238794e-31
1915,4.7028331821356676e-31
1916,4.5958972168240269e-31
1917,4.4363954243631028e-31
1918,4.2509284138406125e-31
1919,4.0617430606407602e-31
1920,3.8682274761133764e-31
1921,3.6663103287161351e-31
1922,3.4611524586811446e-31
1923,3.2648486519834409e-31
1924,3.0967051347660082e-31
1925,2.9943959657103725e-31
1926,3.0102274935028469e-31
1927,3.1754168126757877e-31
1928,3.4633737502803969e-31
1929,3.8429924814353621e-31
1930,4.2928699699113078e-31
1931,4.760307771215513e-31
1932,5.1653006964609186e-31
1933,5.4465902316008471e-31
1934,5.5563788485185413e-31
1935,5.4913175689495572e-31
1936,5.3075380837764229e-31
1937,5.114389475936342e-31
1938,4.9995991182764861e-31
1939,4.9825227989234568e-31
1940,5.0669386338875813e-31
1941,5.2629355575918536e-31
1942,5.5738296005527469e-31
1943,6.0173213372413445e-31
1944,6.5712574255525085e-31
1945,7.1099223379172235e-31
1946,7.463954252230321e-31
1947,7.518814915255488e-31
1948,7.2625463275461553e-31
1949,6.7902888151086513e-31
1950,6.294567270073335e-31
1951,5.9084106954085385e-31
1952,5.6618593375193084e-31
1953,5.5291859115199451e-31
1954,5.4525881383375012e-31
1955,5.3517516784180867e-31
1956,5.1969438266764718e-31
1957,4.999821600639278e-31
1958,4.7942798183683598e-31
1959,4.6035789077807608e-31
1960,4.4449567495883303e-31
1961,4.2927624986231196e-31
1962,4.1253437416546425e-31
1963,3.9163984875960368e-31
1964,3.6546213229391127e-31
1965,3.3530192540666137e-31
1966,3.0558809699027889e-31
1967,2.78046252210704e-31
1968,2.5289035943776669e-31
1969,2.3171614479379813e-31
1970,2.168004326481461e-31
1971,2.0822912304301196e-31
1972,2.050818718487625e-31
1973,2.0625132456110824e-31
1974,2.1019178358168771e-31
1975,2.1402495752941689e-31
1976,2.1488324174359485e-31
1977,2.1120286778485731e-31
1978,2.0294691651644264e-31
1979,1.9154851396025512e-31
1980,1.7910588016400811e-31
1981,1.6778359346851843e-31
1982,1.5927764302935005e-31
1983,1.5471113968430327e-31
1984,1.5443465692700067e-31
1985,1.5743969461941074e-31
1986,1.6172713890730008e-31
1987,1.6544990015914204e-31
1988,1.6748852343862777e-31
1989,1.6763693172278402e-31
1990,1.6621716316434205e-31
1991,1.6374042705548984e-31
1992,1.6065480914854651e-31
1993,1.5748804551269803e-31
1994,1.547138190511819e-31
1995,1.5274573597322603e-31
1996,1.5191252792276429e-31
1997,1.5210872758829251e-31
1998,1.5281042024441193e-31
1999,1.5372636876879221e-31
2000,1.5476936265482445e-31
2001,1.5595682937693784e-31
2002,1.5737896364593967e-31
2003,1.5932680814775571e-31
2004,1.6208030154082868e-31
2005,1.6587160714191027e-31
2006,1.7051279153170138e-31
2007,1.7524129806961282e-31
2008,1.7915501594275603e-31
2009,1.8135567745836229e-31
2010,1.8124387837251553e-31
2011,1.7858718386189017e-31
2012,1.7333528631376287e-31
2013,1.6562439312873037e-31
2014,1.5602428515821758e-31
2015,1.4522247928061361e-31
2016,1.3402046072881683e-31
2017,1.2326810749352746e-31
2018,1.1354511278675746e-31
2019,1.0549829879684741e-31
2020,9.9754501313603069e-32
2021,9.6548377554127466e-32
2022,9.587191951551469e-32
2023,9.7358753432024556e-32
2024,1.0037203013248363e-31
2025,1.0421722025026448e-31
2026,1.0824443546846076e-31
2027,1.119575169580996e-31
2028,1.1495937944590538e-31
2029,1.1709240036979989e-31
2030,1.1834444241712998e-31
2031,1.1871727205399084e-31
2032,1.1844421223802007e-31
2033,1.180524374681935e-31
2034,1.1821665883799387e-31
2035,1.1941822443710334e-31
2036,1.218839080973212e-31
2037,1.2542968092388144e-31
2038,1.297124637948732e-31
2039,1.3441988042196048e-31
2040,1.392147073148571e-31
2041,1.4366274327395082e-31
2042,1.4740574020049674e-31
2043,1.5030498453631123e-31
2044,1.5221407706464544e-31
2045,1.5318595448596504e-31
2046,1.535711328812218e-31
2047,1.5374956858793853e-31
2048,1.5416155159185152e-31
2049,1.5517230413570645e-31
2050,1.5679736900639277e-31
2051,1.5870118191059296e-31
2052,1.6061542558868777e-31
2053,1.6258326306819784e-31
2054,1.6465477200999802e-31
2055,1.6692271926236679e-31
2056,1.6927374875844491e-31
2057,1.7126585712437383e-31
2058,1.7279646942818127e-31
2059,1.7427712288507192e-31
2060,1.7594378593311788e-31
2061,1.7755965185811059e-31
2062,1.7899896935221417e-31
2063,1.8023427474962617e-31
2064,1.8123961134613017e-31
2065,1.8215708984738603e-31
2066,1.8316196104615049e-31
2067,1.8400060258445365e-31
2068,1.8456457029574882e-31
2069,1.8485833793942934e-31
2070,1.8460844627870037e-31
2071,1.8381218119095656e-31
2072,1.8306385207130748e-31
2073,1.8326457546899382e-31
2074,1.8493554049465227e-31
2075,1.8868852472861573e-31
2076,1.950918627767633e-31
2077,2.0405659729289922e-31
2078,2.1470733141109556e-31
2079,2.2636345752000753e-31
2080,2.3813650616770234e-31
2081,2.4906270675343819e-31
2082,2.589650090818067e-31
2083,2.689019867585546e-31
2084,2.800649289580278e-31
2085,2.9207791826849094e-31
2086,3.0424051329038007e-31
2087,3.1562633973296948e-31
2088,3.2490338959016621e-31
2089,3.3012674763977203e-31
2090,3.3044467859081713e-31
2091,3.2686211970004198e-31
2092,3.2079668230235473e-31
2093,3.1485855449969931e-31
2094,3.1280570298452901e-31
2095,3.1653936645450591e-31
2096,3.2466125543774215e-31
2097,3.3449949704978304e-31
2098,3.4244122541295738e-31
2099,3.4462514666369121e-31
2100,3.3993328429639877e-31
2101,3.3052365182134513e-31
2102,3.1992647242169248e-31
2103,3.1110591762362508e-31
2104,3.066002758787654e-31
2105,3.0899841313768513e-31
2106,3.1886834034082523e-31
2107,3.3311512271517954e-31
2108,3.4772378875606671e-31
2109,3.6132185169456843e-31
2110,3.7455355294789804e-31
2111,3.9061011538391876e-31
2112,4.1599699314792275e-31
2113,4.5450311163432979e-31
2114,5.0039419563719254e-31
2115,5.4479080864751789e-31
2116,5.8039913104013947e-31
2117,6.0052794285362434e-31
2118,6.0201514438018677e-31
2119,5.9122326943645819e-31
2120,5.7463650494950533e-31
2121,5.5375999779385895e-31
2122,5.304311602509111e-31
2123,5.053525025038085e-31
2124,4.7728267230062156e-31
2125,4.4572849597637592e-31
2126,4.1255655134624979e-31
2127,3.7800642280844454e-31
2128,3.4407612307328086e-31
2129,3.1267749488527325e-31
2130,2.8407993166366369e-31
2131,2.591971940420079e-31
2132,2.3889384619018938e-31
2133,2.2343823611900445e-31
2134,2.1197272490763722e-31
2135,2.03460068807874e-31
2136,1.969291111203652e-31
2137,1.9108342711396154e-31
2138,1.8466764104861287e-31
2139,1.7699531601116615e-31
2140,1.6766197395855103e-31
2141,1.5678545207400923e-31
2142,1.4484930039748629e-31
2143,1.3236949360191281e-31
2144,1.1988076071466752e-31
2145,1.0795113106686431e-31
2146,9.6978901078546686e-32
2147,8.7233313582984946e-32
2148,7.8932932769702414e-32
2149,7.2210678218043375e-32
2150,6.6996698911952661e-32
2151,6.3021862522432014e-32
2152,5.9873780816704029e-32
2153,5.7142271814999547e-32
2154,5.4517136224940639e-32
2155,5.1813538207863361e-32
2156,4.8945892179632993e-32
2157,4.5939635600000057e-32
2158,4.2947393513699301e-32
2159,4.0227102679160764e-32
2160,3.8037780873079101e-32
2161,3.6508831394942533e-32
2162,3.5591860291750161e-32
2163,3.5190365452143989e-32
2164,3.5207689967971604e-32
2165,3.5519031922699549e-32
2166,3.598990468244149e-32
2167,3.6485607392422131e-32
2168,3.6875261328231681e-32
2169,3.7047422183499863e-32
2170,3.6938520131437778e-32
2171,3.6530096373199541e-32
2172,3.583565432915133e-32
2173,3.4892920053329861e-32
2174,3.3747219098770968e-32
2175,3.2458113889648968e-32
2176,3.1106562157548196e-32
2177,2.9776547630730629e-32
2178,2.8549596285528331e-32
2179,2.7494609953039932e-32
2180,2.6649620495832005e-32
2181,2.6034822736950397e-32
2182,2.564403628886079e-32
2183,2.5445488760072452e-32
2184,2.5407171754566094e-32
2185,2.5496145963045023e-32
2186,2.5676213112957285e-32
2187,2.5909364630649086e-32
2188,2.6164609678256144e-32
2189,2.6427855938624737e-32
2190,2.6699924896731438e-32
2191,2.6996946360553557e-32
2192,2.7349537442904766e-32
2193,2.7785350568158759e-32
2194,2.8330456554227223e-32
2195,2.9024170492437431e-32
2196,2.9912892137267462e-32
2197,3.1031038558933721e-32
2198,3.2399029353131123e-32
2199,3.400988934980706e-32
2200,3.5791674799985576e-32
2201,3.7657524282864627e-32
2202,3.9529898734293921e-32
2203,4.1348472376780276e-32
2204,4.3070942012576592e-32
2205,4.4658933047469875e-32
2206,4.6061867687253155e-32
2207,4.7225231052340615e-32
2208,4.8103099118398445e-32
2209,4.867553565124224e-32
2210,4.8951056445937887e-32
2211,4.8963955333905376e-32
2212,4.876716629442124e-32
2213,4.8425057428679721e-32
2214,4.7993088332550795e-32
2215,4.7507142669720647e-32
2216,4.6965708609351261e-32
2217,4.6344567794496974e-32
2218,4.5629771361993289e-32
2219,4.4814033546394744e-32
2220,4.3900780874460116e-32
2221,4.2911609589823927e-32
2222,4.1881924007995618e-32
2223,4.0835074852722477e-32
2224,3.9787739705496872e-32
2225,3.8744890610500615e-32
2226,3.7714692332774441e-32
2227,3.6715536715553105e-32
2228,3.5764303584735168e-32
2229,3.4870711259236675e-32
2230,3.4036807330245311e-32
2231,3.3262085458103904e-32
2232,3.2550018005606375e-32
2233,3.1903488212657203e-32
2234,3.1327600971446059e-32
2235,3.0833340777429732e-32
2236,3.0418965135017939e-32
2237,3.0075492537743151e-32
2238,2.980349945541257e-32
2239,2.9600835359416278e-32
2240,2.9455826601864579e-32
2241,2.9361874418194414e-32
2242,2.9319371120036764e-32
2243,2.9324974690933588e-32
2244,2.9377640314069755e-32
2245,2.9476463814195071e-32
2246,2.9613773284651988e-32
2247,2.9788508799857329e-32
2248,3.0011675869415386e-32
2249,3.0300497481028114e-32
2250,3.0676806784216699e-32
2251,3.1164411034000541e-32
2252,3.1779633429994661e-32
2253,3.2518615466255349e-32
2254,3.3348802394315966e-32
2255,3.4230841572318596e-32
2256,3.5129530246371828e-32
2257,3.6012469382028414e-32
2258,3.685095721208865e-32
2259,3.7605321493684026e-32
2260,3.8234255847873564e-32
2261,3.8705605857741464e-32
2262,3.8986463445886071e-32
2263,3.9048866687049252e-32
2264,3.8863897720702849e-32
2265,3.8423184269761346e-32
2266,3.7741861057941657e-32
2267,3.6853909286925465e-32
2268,3.5803663263617706e-32
2269,3.4637230316451555e-32
2270,3.3399712876719397e-32
2271,3.2142445633437726e-32
2272,3.0905574426771672e-32
2273,2.9712761207410414e-32
2274,2.8586527255200004e-32
2275,2.7550683295478188e-32
2276,2.6629895934292169e-32
2277,2.5838177106436727e-32
2278,2.5179635234795759e-32
2279,2.4650763940268053e-32
2280,2.4232381306605832e-32
2281,2.3903347427682311e-32
2282,2.3641608021428631e-32
2283,2.3431185278820901e-32
2284,2.3267090671184175e-32
2285,2.3148589268127075e-32
2286,2.3064120958236687e-32
2287,2.2996356334508548e-32
2288,2.2927338310975596e-32
2289,2.28464222950195e-32
2290,2.2748867806412142e-32
2291,2.2636075055243974e-32
2292,2.2515611326648901e-32
2293,2.2392354192412469e-32
2294,2.2268834380772705e-32
2295,2.2144857808308947e-32
2296,2.2017917775233506e-32
2297,2.1881593724506692e-32
2298,2.1731598580549998e-32
2299,2.1570121748003729e-32
2300,2.1406353988776566e-32
2301,2.1250951666958483e-32
2302,2.1111192084121576e-32
2303,2.0989076118940427e-32
2304,2.0885711336716469e-32
2305,2.0803616558876029e-32
2306,2.0748129871256966e-32
2307,2.0726721124172458e-32
2308,2.0747977895923767e-32
2309,2.082315157323884e-32
2310,2.0965225493238572e-32
2311,2.1188026349908583e-32
2312,2.1503798975321552e-32
2313,2.1911525900245094e-32
2314,2.2404831037407942e-32
2315,2.2974382983393958e-32
2316,2.3616976721986542e-32
2317,2.4339683009856575e-32
2318,2.514329785384498e-32
2319,2.6025650899324635e-32
2320,2.6985958368990397e-32
2321,2.8015575842986946e-32
2322,2.9105051064823048e-32
2323,3.0247045554444798e-32
2324,3.1436415538305414e-32
2325,3.2666165611906022e-32
2326,3.3927849848389905e-32
2327,3.5212709423991207e-32
2328,3.6506130454408034e-32
2329,3.7775403243582305e-32
2330,3.8982758912917457e-32
2331,4.0096674369272577e-32
2332,4.1100119111724284e-32
2333,4.1987849326520916e-32
2334,4.2761828129782143e-32
2335,4.3434965705455343e-32
2336,4.4018713482965033e-32
2337,4.4518478909135334e-32
2338,4.494903558506458e-32
2339,4.5332440928265587e-32
2340,4.5699606429698899e-32
2341,4.6073803381266056e-32
2342,4.6469185487137861e-32
2343,4.6914378258738391e-32
2344,4.7421021702361759e-32
2345,4.7965745221932099e-32
2346,4.8506585138527894e-32
2347,4.9006195623124685e-32
2348,4.9446602034886872e-32
2349,4.9820172041176517e-32
2350,5.012758824075612e-32
2351,5.0379012919519896e-32
2352,5.0599391080860991e-32
2353,5.0813236207329478e-32
2354,5.10217971719323e-32
2355,5.1229929464231503e-32
2356,5.1461953073146945e-32
2357,5.1733022286109541e-32
2358,5.2026903469148759e-32
2359,5.2325646429211691e-32
2360,5.2626026194348419e-32
2361,5.2926987512818558e-32
2362,5.3213507191045824e-32
2363,5.3441153107512184e-32
2364,5.3580258798395032e-32
2365,5.3604414493926437e-32
2366,5.3480624195343963e-32
2367,5.317816179998067e-32
2368,5.2699762038215323e-32
2369,5.2096930634918112e-32
2370,5.1457404272683665e-32
2371,5.0877937734116641e-32
2372,5.0412772561395399e-32
2373,5.0069033252383037e-32
2374,4.9845841447589654e-32
2375,4.9719483582928145e-32
2376,4.9657851684612292e-32
2377,4.963976028958325e-32
2378,4.9659785092810545e-32
2379,4.9707775976773522e-32
2380,4.9748580185691258e-32
2381,4.975321339072679e-32
2382,4.9694751413911771e-32
2383,4.9545630181098581e-32
2384,4.9301166711244383e-32
2385,4.8958348443741368e-32
2386,4.8534624390468894e-32
2387,4.8070897170357498e-32
2388,4.7614356935599364e-32
2389,4.7210008091863373e-32
2390,4.688276269592445e-32
2391,4.6629803592575768e-32
2392,4.6423084361434585e-32
2393,4.6205188827326047e-32
2394,4.5902174243046898e-32
2395,4.5464941184236825e-32
2396,4.4871687610332191e-32
2397,4.4121843980924724e-32
2398,4.322866750909727e-32
2399,4.2210709778879122e-32
2400,4.1086663493680895e-32
2401,3.9873838807077068e-32
2402,3.8583975019367668e-32
2403,3.7241835673143129e-32
2404,3.5886842697046725e-32
2405,3.456928378422325e-32
2406,3.3334327793528561e-32
2407,3.2223415021094084e-32
2408,3.1261676735173346e-32
2409,3.0456134674894873e-32
2410,2.9788189189249606e-32
2411,2.9225765540554421e-32
2412,2.8748484807255234e-32
2413,2.8338131038538115e-32
2414,2.7977041528921232e-32
2415,2.7653110502288868e-32
2416,2.7344168198073171e-32
2417,2.7027653380007072e-32
2418,2.6686796154469712e-32
2419,2.6313543435944456e-32
2420,2.5899081484747068e-32
2421,2.5438173722998717e-32
2422,2.493013484476525e-32
2423,2.437991265618875e-32
2424,2.3795843085754484e-32
2425,2.3188009808321563e-32
2426,2.2566936396837945e-32
2427,2.1936188532505163e-32
2428,2.1301063740897451e-32
2429,2.0670668511348143e-32
2430,2.0053665659028349e-32
2431,1.9458603673692791e-32
2432,1.8889576824892287e-32
2433,1.8346453652752933e-32
2434,1.7830447930646526e-32
2435,1.7343730838533065e-32
2436,1.6887316294320739e-32
2437,1.6461452142093223e-32
2438,1.606586378710814e-32
2439,1.5699534460257868e-32
2440,1.5359818150602148e-32
2441,1.5047122392449078e-32
2442,1.4762889620919646e-32
2443,1.450854228191751e-32
2444,1.4284402085709854e-32
2445,1.4088582341841545e-32
2446,1.3920425229718422e-32
2447,1.3780133822720163e-32
2448,1.3666471148502201e-32
2449,1.357824319903316e-32
2450,1.3514477012987806e-32
2451,1.3473643858428012e-32
2452,1.3453994037400618e-32
2453,1.3452491520505697e-32
2454,1.3465024615725359e-32
2455,1.3487692698271141e-32
2456,1.3517222162883193e-32
2457,1.3550180152133628e-32
2458,1.3580846196312098e-32
2459,1.360403638041215e-32
2460,1.3614382709856994e-32
2461,1.3607096575799842e-32
2462,1.3578660295946409e-32
2463,1.3527372917870225e-32
2464,1.3454435992372877e-32
2465,1.3362393407440877e-32
2466,1.3256385085466033e-32
2467,1.3139978424782616e-32
2468,1.3017143334077265e-32
2469,1.2893064440311805e-32
2470,1.2773530019027731e-32
2471,1.2665096970377887e-32
2472,1.2573981112679192e-32
2473,1.2505319664971255e-32
2474,1.246299419019927e-32
2475,1.2446628322225067e-32
2476,1.2454767923522046e-32
2477,1.2487637022177409e-32
2478,1.2545983462532946e-32
2479,1.2631676958124117e-32
2480,1.2746303938769141e-32
2481,1.2887872607605432e-32
2482,1.3052497270889096e-32
2483,1.3238409341188973e-32
2484,1.3445915363936759e-32
2485,1.3677168702002679e-32
2486,1.3936413815598993e-32
2487,1.4227828294263346e-32
2488,1.4551789571987091e-32
2489,1.4907434085220188e-32
2490,1.5293905903627138e-32
2491,1.5708624706908144e-32
2492,1.6149536172201843e-32
2493,1.6615653225201526e-32
2494,1.7105993444359365e-32
2495,1.7619747128831064e-32
2496,1.8156517692651528e-32
2497,1.8713655401347145e-32
2498,1.9286295582026811e-32
2499,1.9868968413791258e-32
2500,2.0456554104489003e-32
2501,2.1046159209220641e-32
2502,2.1641360588633704e-32
2503,2.2245053752716908e-32
2504,2.2851348118330565e-32
2505,2.3451958941142295e-32
2506,2.4041310226501736e-32
2507,2.4615682088924201e-32
2508,2.5173114631765268e-32
2509,2.571395036719148e-32
2510,2.6239080125797078e-32
2511,2.6744352898301291e-32
2512,2.7222049360311328e-32
2513,2.766858780551415e-32
2514,2.8083802630658502e-32
2515,2.8463324649832112e-32
2516,2.8798943925836411e-32
2517,2.9075759921183165e-32
2518,2.9278677364629804e-32
2519,2.9395487480458486e-32
2520,2.9417109389723129e-32
2521,2.9335541097085411e-32
2522,2.9146507924808954e-32
2523,2.8848173212052206e-32
2524,2.8444891342096355e-32
2525,2.7947512285484822e-32
2526,2.7373197890705794e-32
2527,2.6745054097174756e-32
2528,2.6082873319667468e-32
2529,2.5399420457079933e-32
2530,2.4707015859057855e-32
2531,2.4016722728674787e-32
2532,2.3341817030184242e-32
2533,2.2699676741580081e-32
2534,2.2106173945897689e-32
2535,2.1569737229733565e-32
2536,2.1094829979890177e-32
2537,2.0676421626993251e-32
2538,2.0305661138859296e-32
2539,1.9974571662637945e-32
2540,1.9675462929503321e-32
2541,1.940334946136711e-32
2542,1.9155487522411743e-32
2543,1.8929724183438004e-32
2544,1.8722124127041159e-32
2545,1.8526556095375185e-32
2546,1.833536047939628e-32
2547,1.814120062171565e-32
2548,1.7937018758026568e-32
2549,1.7718857734469164e-32
2550,1.7486618076944905e-32
2551,1.7242901018581199e-32
2552,1.6992778405284195e-32
2553,1.6743888646365003e-32
2554,1.6505398630181998e-32
2555,1.6285326827735596e-32
2556,1.6088273816249482e-32
2557,1.5916686132419177e-32
2558,1.5770590368864104e-32
2559,1.5649642258884878e-32
2560,1.555353721594147e-32
2561,1.5480366261562241e-32
2562,1.5426423859083023e-32
2563,1.5386474910267157e-32
2564,1.5354886694748431e-32
2565,1.5325971531246809e-32
2566,1.5296078128618673e-32
2567,1.5263054577071943e-32
2568,1.5222630798916971e-32
2569,1.5167651909689196e-32
2570,1.5091371508405122e-32
2571,1.4989911440265702e-32
2572,1.486081511017544e-32
2573,1.4702806846736604e-32
2574,1.4516661980603845e-32
2575,1.4305951309576904e-32
2576,1.4076225213024571e-32
2577,1.3834666757145589e-32
2578,1.3589152126794572e-32
2579,1.3347076138718639e-32
2580,1.3115324869231021e-32
2581,1.2897753988635167e-32
2582,1.2696476613748044e-32
2583,1.2513151611009868e-32
2584,1.2350759168343712e-32
2585,1.2212513336662827e-32
2586,1.2101667483220942e-32
2587,1.2021376271590401e-32
2588,1.1973425570203666e-32
2589,1.1958264533380526e-32
2590,1.1975410425552451e-32
2591,1.2020641025547741e-32
2592,1.2086093926436135e-32
2593,1.2164376386794693e-32
2594,1.2249074945628789e-32
2595,1.233552004923596e-32
2596,1.2421086358452205e-32
2597,1.2505048071496746e-32
2598,1.2589315324906589e-32
2599,1.2677462372278478e-32
2600,1.2773174623133237e-32
2601,1.2879653107797695e-32
2602,1.300048737800564e-32
